Na Mg Al Si P S Cl K Ca Fe Cu Zn Ba Pb OC EC SO4 NO3
0.065205573 0.011741426 0.026678574 0.030252362 0.016142677 0.690846666 0.018739202 0.020422662 0.054619744 0.050503824 0.029296498 0.078637593 0.001326795 0.010050832 1.8 0.64 1.297928219 0.37
0.252242105 0.031346314 0.021359499 0.14980938 0.006843612 0.939039281 0.048105306 0.067464584 0.268822506 0.272901527 0.033060789 0.042147506 0.002993187 0.026645796 6.41 1.69 1.917920834 0.49
0.505003989 0.11586307 0.041530826 0.303162502 0 1.645396208 0.002986377 0.080242346 0.434096681 0.325132212 0.008346541 0.038370418 0.090120362 0.020995134 5.52 1.61 3.385125879 0.75
0.051290045 0.064298597 0.046710577 0.195221303 0 4.283126615 0 0.071976362 0.270410448 0.497287325 0.007599055 0.063210973 0.037093693 0.015069313 6.41 1.96 9.451452126 2.88
0.051763074 0.064526186 0.038612987 0.124676045 0 3.693309734 0 0.075171494 0.254664191 0.103512076 0.001639363 0.030064376 0.008520468 0.010040221 4.13 0.62 7.726200489 1.11
0.770560553 0.112829887 0.041794862 0.157004352 0.014927241 3.910894728 0 0.077171152 0.195614642 0.098693493 0.019644079 0.125137446 0.019947708 0.02537066 5.5 0.43 7.821238736 0.67
0.493474726 0.085157424 0.042426709 0.224845294 0 1.963534371 0.005062077 0.081898182 0.227213724 0.244761315 0.039457334 0.1032494 0.016133603 0.017858668 3.96 0.51 4.240141148 1.02
0.463468987 0.087133045 0.036469042 0.063460654 0 1.675683291 0 0.059562336 0.089611867 0.109103454 0.054682377 0.052570789 0.01250004 0.008185054 3.86 0.89 3.483788775 1.11
0.109820937 0.035780276 0.034300913 0.096187593 0 2.016110518 0 0.060936697 0.145760753 0.280310255 0.005779668 0.026345712 0.029492984 0.010986445 5.22 1.61 4.286090768 2.55
0.157543518 0.054143649 0.037345325 0.12755409 0 0.763082405 0 0.043074438 0.297751165 0.074535045 0.000778028 0.013799381 0 0.003960868 2.23 0.77 1.592623768 1.39
0.135442515 0.001299805 0.023410694 0.074074676 0.000781304 1.050902945 0.152688015 0.084451807 0.151317182 0.148880936 0.015363268 0.056126003 0.028226365 0.025506008 6.31 1.17 2.436049497 3.82
0.069002092 0.000506283 0.019330149 0.137230697 0.045340415 1.516147461 0.033203697 0.07890976 0.279714074 0.312109126 0.021081043 0.042633209 0.042021451 0.013908707 7.92 3.36 3.139326193 3.87
0.355242466 0.058506262 0.004936488 0.138463163 0.013680109 3.061460735 0.110080132 0.093658319 0.195747733 0.451187906 0.016919014 0.116891776 0.041672483 0.018098089 6.92 1.14 6.939852482 8.16
0.324262524 0.035027402 0 0.062695454 0.010947385 1.880750839 0.003066396 0.064126439 0.096432855 0.166981102 0.002777379 0.029818054 0.019476899 0.009981646 4.34 1.09 3.833634591 6.63
0.46820684 0.051647379 0.035491019 0.021265338 0 1.971786804 0 0.048810607 0.021808994 0.046956598 0.001205803 0.021397767 0.015041167 0.005067159 1.69 0.34 4.893048032 3.56
0.200036327 0.025850071 0.014924838 0.032740617 0.001712111 1.559894618 0 0.028298951 0.039259269 0.171835612 0.013353063 0.01500904 0.030277703 0.005585412 1.56 0.46 2.93760858 2.38
0.577132883 0.081901239 0.035863905 0.047343878 0.006268476 1.502408422 0.05286366 0.052261769 0.066457592 0.109199205 0.028347606 0.101558123 0 0.011979102 3.07 1.34 3.011885918 5.27
0.322289399 0.027077707 0.029832079 0.087458281 0.018710257 0.988861443 0 0.040237486 0.048827512 0.053348578 0.007080685 0.019002388 0.005397457 0.003456877 3.35 0.71 2.198631228 0.81
0.345516348 0.033245835 0.021790041 0.054016288 0.013094416 1.018815504 0 0.04475989 0.065850785 0.064721956 0.002752886 0.017238311 0.005993718 0.003284528 1.79 0.47 2.166498653 2.1
0.004177645 0.058934378 0.031422529 0.032389376 0.014300678 2.485301982 0.096461031 0.047527026 0.047909436 0.063386204 0.001681159 0.026169808 0.019488462 0.00429309 4.02 1.01 5.40549804 7.16
0.055898715 0.080168843 0.030257754 0.092414 0.000184672 1.483553317 0.785735635 0.090780366 0.134348691 0.158824799 0.004801465 0.043689072 0.019070908 0.015143083 11.76 1.44 3.194564481 7.77
0.3690654 0.06237307 0.049094235 0.157720619 0 1.25703008 0.03681891 0.092351154 0.248736115 0.15673831 0.007575791 0.037928424 0.0163459 0.010162302 6.62 1.11 2.48373877 5.03
0.951729465 0.208667884 0.023557043 0.130294482 0.00513254 0.495570639 1.532329877 0.071280661 0.225720938 0.054248386 0.003068442 0.030566666 0 0.001773185 1.56 0.35 1.180753071 0.44
0.459873574 0.076604192 0.052879734 0.117380173 0.015043432 0.627069589 0.033599298 0.072008354 0.168741762 0.138613494 0.032860928 0.039492459 0.007287094 0.01292493 3.5 0.79 1.385551664 2.73
0 0.005777539 0.02641955 0.074475322 0.030890016 1.584547296 0.411609642 0.095346767 0.100067523 0.071930702 0.058102153 0.076922607 0.006041734 0.028581782 5.55 0.78 3.171381602 9.64
0.023204356 0 0.030184875 0.077006298 0.002291261 0.685677682 0.110998082 0.069278628 0.085715937 0.066304258 0.000683109 0.023460522 0.010936858 0.013092921 3.45 0.61 1.520517544 4.5
0.357938427 0.059876899 0.035906116 0.165650125 0 0.561168046 0.319908408 0.094510104 0.19547058 0.158899404 0.004791296 0.044694927 0 0.020867167 6.06 1.32 1.237208017 3.9
0.229053494 0.056138135 0.035366454 0.075513187 0.003891516 2.442246933 0.151445363 0.068961728 0.04275589 0.134641378 0.003009101 0.041581452 0.029068927 0.008341684 3.59 0.8 5.711426329 9.47
0.118547543 0.070990051 0.02949805 0.060553943 0.002343977 2.248119241 0.226745525 0.065090441 0.030363519 0.078735993 0.002206945 0.04039574 0.026086662 0.006923748 3.69 0.69 5.971404052 3.88
0.453375611 0.066410192 0.016321637 0.051464297 0.008492149 0.566064055 0.00902516 0.032340755 0.073432962 0.049433096 0.001246091 0.014232813 0.022472863 0.006410528 2.1 0.49 1.346632318 2.2
0.234432509 0.106178744 0.037033886 0.052773627 0.017009513 1.316821495 0.243877712 0.068717074 0.081109235 0.036775857 0.000801247 0.068452256 0 0.011692767 6.58 0.94 2.674956555 6.7
0.5182258 0.097596356 0.00982842 0.048305339 0.004524193 1.374248592 0.455404749 0.072720383 0.086363875 0.048340795 0.00111332 0.052957174 0 0.030052558 5.5 0.87 2.704841212 5.76
0.184666389 0.053310943 0.023515994 0.043747395 0.008140696 0.661470518 0.131999623 0.043726158 0.081024705 0.246195896 0.002484682 0.118896641 0.040434485 0.008947687 1.94 0.52 1.484438296 1.95
0 0.014815306 0.03288828 0.076519781 0 0.574319732 0.010169589 0.035572315 0.130533328 0.083842452 0.000807335 0.016840726 0 0.00597003 3.13 0.95 1.262216804 1.48
0.215123681 0.036317286 0.023089135 0.102387299 0 0.335676697 0.360718222 0.042704997 0.145601615 0.082693625 0.001174264 0.013171559 0.025253742 0.005560068 2.55 0.51 0.705120481 2.23
0.249290476 0.054032351 0.01528125 0.046388279 0 0.550641973 0.020953992 0.042659296 0.06464031 0.123869802 0.001240697 0.019010234 0 0.016466805 3.43 0.87 1.16547191 5.43
0.153856374 0 0.009857465 0.021748119 0.007445681 1.516507136 0.018473982 0.0326993 0.057693511 0.04456191 0.045872967 0.023802342 0 0.00729845 2.56 0.6 3.509481827 4.934184764
0.387035292 0.041008682 0.042537721 0.024660284 0.020486225 0.924619334 0.015587502 0.042095677 0.019732575 0.05890786 0.001152214 0.013167128 0.006637914 0.004050866 2.38 0.5 2.035523233 5.272416628
0.26944072 0.024456554 0.037448639 0.073325596 0 0.902571696 0.031250041 0.056639323 0.116943456 0.101388207 0.001909521 0.016546732 0.017552902 0.006374862 1.94 0.37 2.224991312 3.745857549
0.198506973 0.036490356 0.015482044 0.079207495 0.017555279 2.505274891 0.027787014 0.062777282 0.051328494 0.203594537 0.006177251 0.040120287 0.009665664 0.00979303 4.24 0.66 5.821785732 8.913115514
0.328658621 0.059987098 0.037849698 0.101012841 0.047458147 2.539083887 0 0.063710737 0.160999939 0.084723745 0.074012806 0.034396205 0 0.010878868 3.99 0.85 5.50124612 6.675150163
0.454397564 0.059077557 0.044400167 0.097313786 0 2.261153162 0.014762312 0.064300274 0.125076275 0.074250327 0.006454089 0.054696986 0.016368758 0.009652826 3.2 0.55 5.017056214 7.570557087
0 0.03120038 0.035154941 0.082210524 0.00433893 3.996472227 0 0.052946771 0.106115293 0.057041774 0.002771889 0.019055811 0 0.01080667 3.66 1.04 8.739525274 6.835865474
0 0.068312478 0.023662603 0.085328994 0 1.156454281 0.087398856 0.029836987 0.11006173 0.076577844 0.007237476 0.016734903 0.007758461 0.029689139 2.08 0.46 2.614062721 3.205707831
0.372141543 0.051380997 0.070816811 0.213995832 0 0.639404872 0.152138151 0.052501759 0.370895479 0.144327627 0.005903141 0.05306562 0.028958806 0.01674181 4.61 0.97 1.472044579 1.319448053
0.449484574 0.027259162 0.041811561 0.143362745 0 1.396783331 0 0.048185526 0.135753782 0.052000299 0.010065238 0.015938342 0 0.012336263 2.85 0.86 2.927381527 0.458531535
0.031850028 0.044461875 0.050597368 0.147122312 0 1.787548708 0 0.05335834 0.115135941 0.060461878 0.022387733 0.017404349 0 0.006953559 2.62 0.53 3.957132359 0.903261735
0.220947722 0.080469676 0.045908982 0.162191103 0 3.26944856 0 0.078083097 0.139391362 0.230941093 0.005749799 0.027043313 0.024663612 0.018177894 4.25 0.81 7.843596289 6.077923999
0.205071034 0.052990901 0.082697198 0.202716641 0 1.209687073 0 0.090374566 0.174102237 0.282131337 0.006933516 0.025161295 0.026376025 0.015327439 3.69 0.83 2.731234965 1.996703143
0.043166465 0.037708719 0.058950842 0.139179714 0 2.282558796 0 0.057550499 0.050965297 0.06614645 0.003195654 0.014118328 0 0.004157941 2.38 0.34 5.42375722 2.044790679
0.206783688 0.030712854 0.088399841 0.259523955 0.016554303 0.51131402 0.008604458 0.07077926 0.222278461 0.143198429 0.03702279 0.048745099 0.013618664 0.00873943 3.25 1.35 1.206257428 0.307202461
0.129346928 0.033735389 0.069587096 0.161867004 0 1.122550291 0 0.073093342 0.117906231 0.188568948 0.005133646 0.02770772 0.001194358 0.006614371 3.09 1.05 2.64487734 1.234413634
0.207685018 0.024829767 0.050017756 0.145031123 0 0.624487945 0 0.038940941 0.129409793 0.088024508 0.001095741 0.007859833 0 0.002198505 1.95 0.42 1.322079228 0.222418359
0.187341617 0.026250756 0.04843282 0.156896332 0 1.210177349 0 0.068440721 0.177113959 0.102884789 0.01635167 0.08114315 0.022140119 0.031780543 4.66 1.18 2.494445567 0.71908978
0 0 0 0.095173737 0.001204121 3.479029449 0 0.058155612 0.094678327 0.099137016 0.008814167 0.022045738 0.014738443 0.010293516 3.46 0.76 7.733705266 2.244899745
0.254330122 0.034603352 0.067837582 0.265025956 0 1.728040957 0 0.113678858 0.361754106 0.29361073 0.007193105 0.060185786 0.024811 0.017826391 6.1 1.71 4.046849194 1.847337509
